"Genero","Edad","Efectivo","Online","GastoMedio","G"
"Hombre",47,"No","No",225.95,"R"
"Mujer",42,"Si","Si",253.65,"R"
"Mujer",67,"No","Si",186.57,"A"
"Mujer",63,"Si","Si",209.8,"R"
"Mujer",68,"Si","No",177.97,"A"
"Hombre",43,"No","No",208.49,"R"
"Hombre",18,"No","Si",101.23,"V"
"Mujer",63,"No","No",217.67,"R"
"Mujer",34,"Si","Si",224.32,"R"
"Hombre",59,"No","No",208.9,"R"
"Hombre",57,"No","No",210.35,"R"
"Hombre",64,"Si","Si",185.87,"A"
"Mujer",22,"Si","Si",133.11,"V"
"Hombre",69,"No","Si",170.31,"A"
"Mujer",56,"Si","Si",248.7,"R"
"Hombre",30,"No","Si",171.77,"A"
"Mujer",25,"Si","Si",161.39,"A"
"Hombre",60,"No","No",192.79,"A"
"Hombre",42,"Si","No",222.94,"R"
"Mujer",30,"No","No",201.91,"R"
"Hombre",52,"Si","No",212.25,"R"
"Hombre",65,"No","No",208.81,"R"
"Mujer",36,"No","No",231.86,"R"
"Mujer",31,"Si","Si",208.11,"R"
"Hombre",34,"Si","Si",187.22,"A"
"Hombre",20,"Si","Si",111.69,"V"
"Mujer",44,"Si","No",260.95,"R"
"Hombre",26,"Si","Si",155.07,"A"
"Hombre",50,"Si","Si",223.57,"R"
"Hombre",33,"No","No",206.77,"R"
"Hombre",57,"Si","Si",221.76,"R"
"Hombre",31,"Si","Si",176.15,"A"
"Mujer",43,"Si","No",258.42,"R"
"Hombre",57,"No","Si",215.46,"R"
"Hombre",28,"Si","Si",170.93,"A"
"Mujer",19,"No","No",100.42,"V"
"Mujer",32,"No","No",209.23,"R"
"Hombre",57,"Si","Si",214.51,"R"
"Hombre",45,"No","Si",220.2,"R"
"Hombre",36,"Si","Si",216.53,"R"
"Mujer",59,"Si","Si",238.49,"R"
"Mujer",63,"Si","No",213.45,"R"
"Mujer",22,"No","No",131.47,"V"
"Mujer",58,"Si","Si",238.21,"R"
"Mujer",18,"Si","No",85.58,"M"
"Hombre",65,"Si","Si",182.36,"A"
"Hombre",54,"No","Si",208.17,"R"
"Mujer",20,"Si","Si",110.55,"V"
"Hombre",55,"No","No",212.29,"R"
"Mujer",39,"Si","No",246.62,"R"
"Hombre",38,"No","Si",218.42,"R"
"Hombre",48,"No","No",232.34,"R"
"Hombre",48,"Si","No",208.71,"R"
"Mujer",56,"No","Si",248.88,"R"
"Mujer",68,"No","No",176.38,"A"
"Mujer",39,"Si","Si",244.08,"R"
"Mujer",38,"Si","Si",242.26,"R"
"Mujer",44,"No","No",260.38,"R"
"Mujer",32,"No","No",213.58,"R"
"Hombre",63,"Si","Si",183.95,"A"
"Mujer",35,"Si","No",227.73,"R"
"Hombre",42,"Si","Si",215.58,"R"
"Hombre",33,"No","Si",194.58,"A"
"Hombre",26,"No","No",160.23,"A"
"Mujer",51,"Si","Si",260.74,"R"
"Mujer",53,"No","No",254.33,"R"
"Hombre",51,"Si","No",206.65,"R"
"Mujer",26,"Si","Si",163.51,"A"
"Mujer",62,"Si","Si",219.53,"R"
"Mujer",43,"Si","Si",258.99,"R"
"Mujer",45,"Si","Si",257.77,"R"
"Hombre",30,"No","Si",178.69,"A"
"Mujer",27,"Si","No",175.03,"A"
"Mujer",50,"Si","No",260.79,"R"
"Mujer",57,"No","No",243.31,"R"
"Hombre",22,"No","Si",135.52,"V"
"Hombre",58,"No","Si",206.48,"R"
"Mujer",26,"No","No",170.13,"A"
"Hombre",22,"Si","Si",121.28,"V"
"Mujer",64,"Si","Si",206.99,"R"
"Mujer",23,"Si","Si",142.17,"V"
"Mujer",46,"Si","No",257.43,"R"
"Hombre",21,"No","Si",109.59,"V"
"Mujer",32,"Si","No",218.21,"R"
"Mujer",45,"No","No",259.83,"R"
"Hombre",33,"No","No",193.85,"A"
"Mujer",19,"No","No",95.56,"M"
"Mujer",25,"Si","Si",161.17,"A"
"Hombre",37,"No","No",216.76,"R"
"Mujer",39,"Si","Si",245.94,"R"
"Mujer",70,"Si","No",160.72,"A"
"Hombre",55,"Si","Si",204.5,"R"
"Hombre",34,"Si","No",201.03,"R"
"Mujer",36,"No","No",230.8,"R"
"Mujer",68,"No","No",180.57,"A"
"Mujer",56,"Si","Si",247.77,"R"
"Mujer",25,"No","No",158.96,"A"
"Hombre",21,"No","No",105.26,"V"
"Mujer",32,"Si","Si",211.62,"R"
"Hombre",19,"Si","Si",111.03,"V"
"Hombre",37,"No","Si",202.96,"R"
"Mujer",66,"Si","Si",191.75,"A"
"Hombre",68,"Si","Si",155.48,"A"
"Hombre",36,"Si","Si",194.18,"A"
"Hombre",54,"No","No",237.3,"R"
"Mujer",68,"Si","No",173.26,"A"
"Hombre",45,"Si","Si",219.74,"R"
"Hombre",34,"No","Si",212.09,"R"
"Mujer",62,"Si","Si",220.36,"R"
"Mujer",34,"No","Si",225.74,"R"
"Hombre",70,"No","Si",155.63,"A"
"Mujer",56,"No","Si",248.89,"R"
"Hombre",19,"No","No",99.71,"M"
"Hombre",25,"No","Si",139.83,"V"
"Hombre",40,"Si","No",218.05,"R"
"Mujer",49,"No","No",260.26,"R"
"Hombre",70,"Si","Si",155.82,"A"
"Hombre",41,"No","No",208.14,"R"
"Hombre",45,"No","Si",228.63,"R"
"Mujer",21,"Si","Si",121.07,"V"
"Hombre",24,"Si","Si",138.86,"V"
"Hombre",42,"Si","Si",233.55,"R"
"Mujer",45,"Si","Si",261.01,"R"
"Mujer",49,"Si","Si",262.42,"R"
"Mujer",47,"Si","Si",263.64,"R"
"Hombre",42,"No","No",223.6,"R"
"Hombre",40,"No","Si",227.07,"R"
"Mujer",59,"Si","Si",234.32,"R"
"Hombre",41,"No","Si",226.27,"R"
"Mujer",49,"No","Si",263.55,"R"
"Hombre",35,"No","No",190.3,"A"
"Mujer",58,"Si","Si",240.68,"R"
"Mujer",65,"Si","Si",199.37,"A"
"Hombre",45,"No","Si",232.41,"R"
"Mujer",19,"Si","Si",98.15,"M"
"Hombre",61,"No","Si",203.23,"R"
"Mujer",68,"No","Si",175.4,"A"
"Hombre",19,"No","Si",98.71,"M"
"Mujer",27,"Si","Si",174.03,"A"
"Hombre",20,"No","No",102.39,"V"
"Mujer",18,"No","Si",85.21,"M"
"Mujer",24,"No","No",149.3,"V"
"Mujer",67,"Si","Si",187.47,"A"
"Hombre",53,"Si","Si",225.99,"R"
"Mujer",35,"No","No",229.41,"R"
"Hombre",44,"Si","Si",229.58,"R"
"Hombre",43,"Si","Si",227.45,"R"
"Hombre",18,"Si","Si",91.69,"M"
"Hombre",54,"Si","No",225.72,"R"
"Hombre",65,"No","Si",187.1,"A"
"Mujer",28,"Si","Si",182.12,"A"
"Hombre",23,"No","Si",136.35,"V"
"Mujer",68,"No","Si",178.09,"A"
"Mujer",68,"Si","No",174.39,"A"
"Mujer",52,"Si","Si",254.47,"R"
"Mujer",46,"Si","No",263.01,"R"
"Mujer",61,"Si","No",225.77,"R"
"Hombre",37,"No","No",203.04,"R"
"Hombre",59,"Si","Si",217.4,"R"
"Hombre",63,"No","No",168.13,"A"
"Hombre",21,"No","Si",121.39,"V"
"Hombre",46,"Si","No",230.92,"R"
"Hombre",67,"No","Si",169.25,"A"
"Hombre",36,"No","No",195.28,"A"
"Mujer",56,"Si","No",245.55,"R"
"Hombre",41,"No","No",220.08,"R"
"Hombre",70,"Si","Si",164.63,"A"
"Mujer",62,"Si","Si",218.7,"R"
"Mujer",48,"Si","Si",265.93,"R"
"Mujer",62,"Si","Si",220.69,"R"
"Hombre",40,"Si","Si",217.38,"R"
"Mujer",24,"Si","Si",148.72,"V"
"Mujer",21,"Si","Si",117.45,"V"
"Hombre",29,"No","Si",169.14,"A"
"Mujer",28,"Si","No",182.49,"A"
"Mujer",39,"Si","Si",243.48,"R"
"Hombre",57,"No","No",222.59,"R"
"Mujer",51,"No","Si",258.25,"R"
"Hombre",18,"No","Si",91.31,"M"
"Mujer",61,"No","Si",223.99,"R"
"Hombre",56,"Si","No",229.31,"R"
"Mujer",20,"Si","Si",111.52,"V"
"Mujer",55,"No","Si",249.11,"R"
"Mujer",26,"No","No",169.34,"A"
"Hombre",59,"Si","No",210.73,"R"
"Mujer",26,"Si","Si",167.83,"A"
"Mujer",42,"Si","Si",258.76,"R"
"Mujer",51,"Si","Si",257.25,"R"
"Mujer",45,"Si","Si",260.96,"R"
"Hombre",43,"Si","No",216.9,"R"
"Mujer",49,"Si","Si",258.62,"R"
"Hombre",31,"No","No",200.25,"R"
"Mujer",60,"Si","No",229.96,"R"
"Hombre",42,"No","No",203.4,"R"
"Hombre",28,"No","No",156.41,"A"
"Hombre",50,"No","No",227.79,"R"
"Hombre",32,"Si","No",193.25,"A"
"Mujer",28,"Si","No",187.5,"A"
"Mujer",36,"No","No",230.2,"R"
"Hombre",39,"No","Si",202.5,"R"
"Hombre",51,"Si","No",220.41,"R"
"Mujer",46,"Si","No",257.68,"R"
"Hombre",25,"Si","Si",144.3,"V"
"Hombre",36,"Si","Si",211.94,"R"
"Mujer",34,"Si","Si",223.67,"R"
"Mujer",47,"Si","Si",262.88,"R"
"Hombre",45,"No","Si",224.52,"R"
"Hombre",32,"Si","Si",202.76,"R"
"Hombre",22,"Si","Si",125.32,"V"
"Mujer",56,"Si","Si",249.34,"R"
"Hombre",21,"No","No",102.27,"V"
"Mujer",31,"Si","Si",203.56,"R"
"Hombre",61,"Si","Si",190.37,"A"
"Mujer",33,"No","Si",214.37,"R"
"Mujer",24,"Si","Si",149.41,"V"
"Hombre",68,"Si","Si",175.67,"A"
"Mujer",65,"Si","Si",201.09,"R"
"Hombre",65,"Si","Si",199.44,"A"
"Hombre",35,"No","Si",198.62,"A"
"Hombre",57,"No","No",223.76,"R"
"Mujer",41,"Si","No",251.93,"R"
"Hombre",48,"Si","No",226.31,"R"
"Hombre",70,"No","No",165.31,"A"
"Hombre",40,"No","No",221.16,"R"
"Mujer",48,"Si","Si",260.04,"R"
"Hombre",29,"Si","Si",178.7,"A"
"Hombre",19,"No","Si",93.39,"M"
"Mujer",31,"Si","Si",207.07,"R"
"Hombre",51,"No","Si",230.85,"R"
"Hombre",30,"No","No",173.45,"A"
"Hombre",23,"No","Si",125.57,"V"
"Hombre",58,"Si","Si",213.76,"R"
"Mujer",50,"Si","No",259.14,"R"
"Mujer",52,"No","No",257.73,"R"
"Hombre",52,"No","No",223.69,"R"
"Hombre",57,"Si","Si",208.6,"R"
"Hombre",26,"No","No",148.7,"V"
"Hombre",21,"No","No",111.27,"V"
"Hombre",70,"No","No",152.82,"A"
"Hombre",52,"No","Si",235.99,"R"
"Mujer",64,"No","No",207.49,"R"
"Mujer",57,"No","Si",243.38,"R"
"Hombre",37,"No","Si",199.51,"A"
"Hombre",53,"No","No",212.42,"R"
"Hombre",26,"Si","Si",141.66,"V"
"Mujer",70,"No","Si",160.75,"A"
"Hombre",20,"Si","Si",111.58,"V"
"Hombre",46,"Si","Si",221.52,"R"
"Mujer",46,"Si","Si",259.43,"R"
"Hombre",56,"No","No",211.16,"R"
"Hombre",37,"No","Si",205.38,"R"
"Mujer",27,"Si","Si",176.52,"A"
"Mujer",66,"Si","Si",194.46,"A"
"Hombre",54,"No","No",232.99,"R"
"Mujer",23,"Si","Si",140.34,"V"
"Mujer",28,"No","No",185.54,"A"
"Mujer",43,"No","Si",254.79,"R"
"Hombre",56,"Si","Si",209.23,"R"
"Hombre",36,"No","Si",204.55,"R"
"Mujer",30,"Si","Si",202.07,"R"
"Mujer",49,"Si","Si",260.32,"R"
"Mujer",18,"Si","Si",85.27,"M"
"Hombre",59,"Si","Si",204.01,"R"
"Hombre",38,"No","Si",208.83,"R"
"Mujer",38,"Si","Si",245.61,"R"
"Hombre",53,"Si","Si",220.6,"R"
"Hombre",63,"Si","No",186.26,"A"
"Mujer",50,"Si","Si",259.93,"R"
"Mujer",35,"No","Si",231.52,"R"
"Hombre",68,"No","Si",156.41,"A"
"Mujer",43,"No","Si",257.27,"R"
"Mujer",50,"No","Si",261.5,"R"
"Mujer",70,"Si","Si",161.7,"A"
"Hombre",60,"Si","Si",203.58,"R"
"Hombre",69,"Si","No",155.82,"A"
"Hombre",54,"No","Si",216.16,"R"
"Hombre",40,"No","No",223.82,"R"
"Hombre",35,"Si","Si",193.4,"A"
"Hombre",37,"No","No",207.26,"R"
"Hombre",38,"Si","No",204.53,"R"
"Hombre",64,"Si","No",194.21,"A"
"Hombre",24,"Si","Si",141,"V"
"Hombre",26,"Si","Si",151.93,"A"
"Hombre",28,"Si","Si",165.22,"A"
"Mujer",56,"Si","No",246.62,"R"
"Hombre",42,"No","Si",219.78,"R"
"Mujer",54,"Si","No",253.27,"R"
"Mujer",48,"No","No",263.15,"R"
"Mujer",55,"Si","Si",250,"R"
"Hombre",68,"Si","Si",167.88,"A"
"Hombre",37,"No","No",206.87,"R"
"Mujer",60,"No","Si",229.64,"R"
"Mujer",37,"No","No",237.76,"R"
"Hombre",34,"No","Si",196.33,"A"
"Mujer",30,"No","No",199.76,"A"
"Mujer",32,"No","Si",213.61,"R"
"Mujer",31,"Si","Si",207.3,"R"
"Mujer",36,"No","No",232.32,"R"
"Hombre",56,"No","Si",222.33,"R"
"Hombre",38,"No","Si",208.66,"R"
"Mujer",66,"Si","Si",195.79,"A"
"Mujer",58,"No","No",235.45,"R"
"Mujer",55,"Si","Si",250.16,"R"
"Mujer",40,"Si","No",251.29,"R"
"Mujer",69,"Si","Si",167.55,"A"
"Mujer",60,"Si","No",229.78,"R"
"Mujer",46,"Si","Si",258.69,"R"
"Mujer",58,"No","Si",238.66,"R"
"Mujer",38,"Si","No",243.72,"R"
"Mujer",43,"Si","Si",253.1,"R"
"Hombre",56,"No","Si",225.86,"R"
"Mujer",51,"No","Si",262.4,"R"
"Mujer",31,"Si","No",206.82,"R"
"Mujer",31,"Si","No",209.16,"R"
"Hombre",55,"No","No",225.74,"R"
"Hombre",44,"No","No",222.83,"R"
"Mujer",29,"Si","Si",190.96,"A"
"Hombre",23,"Si","Si",136.15,"V"
"Mujer",45,"No","No",260.12,"R"
"Hombre",37,"No","No",200.47,"R"
"Mujer",57,"Si","Si",243.12,"R"
"Hombre",69,"Si","Si",157.8,"A"
"Hombre",55,"Si","Si",221.57,"R"
"Mujer",47,"No","Si",261,"R"
"Mujer",40,"No","No",250.29,"R"
"Mujer",69,"Si","Si",165.96,"A"
"Hombre",66,"No","No",178.93,"A"
"Mujer",58,"Si","Si",239.18,"R"
"Hombre",61,"No","No",208.26,"R"
"Hombre",26,"No","Si",151.41,"A"
"Mujer",38,"No","Si",241.83,"R"
"Hombre",32,"No","No",190.5,"A"
"Mujer",42,"Si","Si",254.73,"R"
"Hombre",29,"Si","No",161.76,"A"
"Mujer",69,"Si","No",170.02,"A"
"Mujer",54,"Si","Si",249.74,"R"
"Hombre",23,"No","No",136.33,"V"
"Mujer",39,"Si","Si",244.14,"R"
"Hombre",62,"No","No",204.34,"R"
"Mujer",35,"Si","Si",225.74,"R"
"Hombre",45,"No","Si",226.15,"R"
"Hombre",36,"No","No",203.16,"R"
"Hombre",45,"No","No",236.15,"R"
"Hombre",48,"Si","No",231.92,"R"
"Mujer",53,"Si","Si",251.42,"R"
"Hombre",63,"Si","Si",191.52,"A"
"Mujer",68,"Si","Si",176.03,"A"
"Hombre",23,"No","Si",134.03,"V"
"Mujer",65,"Si","No",200.31,"R"
"Mujer",38,"No","Si",246.08,"R"
"Mujer",33,"Si","Si",222.73,"R"
"Hombre",62,"No","No",210.85,"R"
"Mujer",37,"Si","Si",237.82,"R"
"Hombre",63,"No","No",197.23,"A"
"Hombre",38,"Si","Si",195.31,"A"
"Hombre",36,"Si","No",211.02,"R"
"Hombre",60,"No","No",204.26,"R"
"Hombre",63,"No","Si",197.39,"A"
"Mujer",26,"No","No",167.19,"A"
"Hombre",52,"No","Si",227.18,"R"
"Mujer",44,"Si","Si",254.31,"R"
"Mujer",62,"Si","Si",218.1,"R"
"Mujer",28,"Si","No",185.57,"A"
"Hombre",48,"No","No",240.05,"R"
"Hombre",35,"No","Si",194.35,"A"
"Mujer",24,"Si","Si",153.8,"A"
"Mujer",60,"No","Si",233.85,"R"
"Mujer",22,"Si","Si",133.45,"V"
"Mujer",30,"No","Si",200.97,"R"
"Hombre",18,"No","No",96.36,"M"
"Hombre",32,"No","No",184.62,"A"
"Mujer",39,"Si","Si",248.35,"R"
"Mujer",59,"Si","Si",238.27,"R"
"Hombre",39,"No","Si",211.05,"R"
"Hombre",60,"No","No",202.53,"R"
"Hombre",38,"Si","Si",206.06,"R"
"Hombre",24,"Si","Si",126.69,"V"
"Hombre",59,"No","No",201.51,"R"
"Hombre",22,"No","Si",137.67,"V"
"Hombre",19,"Si","Si",91.62,"M"
"Mujer",65,"Si","Si",198.33,"A"
"Hombre",42,"No","Si",221.15,"R"
"Mujer",25,"No","No",160.14,"A"
"Mujer",34,"Si","No",222.41,"R"
"Hombre",31,"No","No",180.49,"A"
"Hombre",34,"No","Si",198.83,"A"
"Hombre",65,"No","No",180.12,"A"
"Hombre",69,"Si","Si",171.66,"A"
"Hombre",50,"Si","Si",230.92,"R"
"Mujer",41,"Si","Si",254.14,"R"
"Mujer",63,"No","No",213.68,"R"
"Hombre",42,"Si","No",222.22,"R"
"Hombre",47,"Si","Si",233.41,"R"
"Mujer",63,"Si","No",209.7,"R"
"Hombre",55,"Si","Si",233.2,"R"
"Hombre",26,"Si","No",157.05,"A"
"Mujer",46,"Si","Si",263.82,"R"
"Hombre",49,"No","No",219.99,"R"
"Mujer",19,"No","Si",97.78,"M"
"Mujer",57,"Si","Si",242.6,"R"
"Mujer",62,"Si","Si",215.72,"R"
"Mujer",29,"Si","No",190.35,"A"
"Hombre",27,"Si","No",156.08,"A"
"Hombre",62,"Si","Si",183.46,"A"
"Mujer",52,"No","No",259.78,"R"
"Hombre",26,"No","Si",157.79,"A"
"Hombre",49,"No","No",233.48,"R"
"Mujer",25,"No","No",161.16,"A"
"Mujer",53,"No","No",253.56,"R"
"Mujer",33,"Si","Si",219,"R"
"Hombre",39,"No","No",219.21,"R"
"Mujer",43,"Si","No",261.08,"R"
"Hombre",41,"Si","Si",214.45,"R"
"Mujer",66,"Si","Si",192.61,"A"
"Mujer",26,"Si","Si",168.45,"A"
"Mujer",65,"Si","Si",199.85,"A"
"Mujer",21,"Si","Si",118.82,"V"
"Hombre",53,"No","No",218.18,"R"
"Hombre",40,"Si","No",212.87,"R"
"Hombre",44,"No","No",234.87,"R"
"Mujer",40,"Si","Si",254.22,"R"
"Hombre",55,"No","No",217,"R"
"Hombre",44,"Si","No",224.49,"R"
"Mujer",19,"Si","Si",99.6,"M"
"Hombre",64,"No","No",188.65,"A"
"Hombre",67,"Si","No",186.02,"A"
"Hombre",42,"No","Si",222.11,"R"
"Hombre",20,"Si","No",112.21,"V"
"Mujer",29,"Si","Si",194.27,"A"
"Mujer",50,"No","Si",260.82,"R"
"Hombre",54,"Si","Si",235.55,"R"
"Mujer",64,"No","No",207.91,"R"
"Hombre",69,"No","No",164.06,"A"
"Mujer",22,"Si","No",130.1,"V"
"Mujer",21,"Si","Si",118.84,"V"
"Mujer",22,"Si","No",136.6,"V"
"Mujer",30,"Si","Si",201.34,"R"
"Hombre",40,"No","Si",232.24,"R"
"Hombre",69,"Si","Si",156.93,"A"
"Mujer",18,"No","No",87.06,"M"
"Hombre",45,"No","No",223.5,"R"
"Hombre",19,"No","No",108.74,"V"
"Mujer",50,"Si","No",259.34,"R"
"Mujer",52,"Si","Si",256.91,"R"
"Hombre",40,"No","No",225.15,"R"
"Mujer",19,"Si","Si",97.18,"M"
"Mujer",63,"Si","No",212.11,"R"
"Hombre",55,"Si","No",212.63,"R"
"Mujer",51,"Si","Si",259.19,"R"
"Mujer",66,"Si","Si",196.38,"A"
"Mujer",20,"Si","Si",107.34,"V"
"Mujer",62,"Si","Si",218.55,"R"
"Mujer",38,"Si","Si",245.57,"R"
"Mujer",56,"No","Si",247.82,"R"
"Hombre",42,"No","Si",215.7,"R"
"Mujer",68,"Si","Si",175.05,"A"
"Mujer",36,"Si","Si",233.42,"R"
"Hombre",27,"No","No",150.83,"A"
"Mujer",58,"Si","Si",236.3,"R"
"Hombre",69,"No","No",167.29,"A"
"Mujer",59,"Si","No",233.29,"R"
"Mujer",29,"Si","Si",193.63,"A"
"Mujer",44,"Si","No",260.55,"R"
"Mujer",66,"Si","No",191.99,"A"
"Mujer",50,"Si","Si",260.31,"R"
"Hombre",59,"No","No",205.5,"R"
"Mujer",44,"Si","No",260.07,"R"
"Mujer",33,"Si","Si",218.41,"R"
"Hombre",46,"No","No",226.19,"R"
"Hombre",54,"No","No",224.17,"R"
"Hombre",55,"Si","Si",226.96,"R"
"Hombre",58,"Si","Si",216.42,"R"
"Mujer",70,"Si","Si",162.05,"A"
"Mujer",69,"No","No",167.78,"A"
"Mujer",29,"No","No",196.61,"A"
"Mujer",31,"Si","No",206.14,"R"
"Hombre",55,"Si","No",219.81,"R"
"Hombre",57,"Si","Si",215.13,"R"
"Mujer",20,"Si","No",109.92,"V"
"Hombre",66,"Si","Si",186.75,"A"
"Mujer",68,"No","No",177.7,"A"
"Hombre",29,"Si","Si",156.37,"A"
"Hombre",59,"No","Si",189.98,"A"
"Mujer",37,"Si","Si",238.13,"R"
"Hombre",42,"Si","Si",222.1,"R"
"Hombre",27,"Si","Si",152.56,"A"
"Mujer",31,"Si","No",209.48,"R"
"Hombre",38,"Si","Si",212.12,"R"
"Hombre",57,"No","No",211.34,"R"
"Hombre",37,"Si","No",202.48,"R"
"Hombre",56,"Si","Si",224.64,"R"
"Hombre",24,"Si","Si",143.9,"V"
"Hombre",48,"Si","Si",226.97,"R"
"Mujer",26,"Si","Si",171.75,"A"
"Mujer",61,"No","No",226.19,"R"
"Mujer",68,"No","No",175.42,"A"
"Mujer",22,"Si","Si",132.79,"V"
"Hombre",43,"Si","No",209.08,"R"
"Hombre",59,"No","No",223.5,"R"
"Hombre",37,"No","No",213.76,"R"
"Mujer",33,"Si","Si",220.63,"R"
"Mujer",43,"Si","Si",253.45,"R"
"Hombre",59,"Si","No",209.65,"R"
"Mujer",32,"Si","Si",214.78,"R"
"Mujer",19,"No","No",102.08,"V"
"Mujer",26,"Si","Si",168.62,"A"
"Mujer",57,"No","No",242.13,"R"
"Mujer",48,"Si","Si",258.44,"R"
"Mujer",66,"No","Si",194.93,"A"
"Hombre",68,"No","No",161.28,"A"
"Mujer",48,"Si","Si",257.6,"R"
"Hombre",25,"No","Si",153.45,"A"
"Mujer",39,"Si","No",250.52,"R"
"Mujer",34,"Si","No",225.57,"R"
"Mujer",52,"No","Si",258.57,"R"
"Hombre",42,"Si","No",220.04,"R"
"Hombre",49,"Si","Si",228.53,"R"
"Mujer",36,"Si","Si",233.34,"R"
"Hombre",69,"No","No",166.49,"A"
"Hombre",52,"Si","Si",199.93,"A"
"Hombre",42,"No","No",211.29,"R"
"Hombre",35,"No","Si",201.29,"R"
"Mujer",65,"Si","Si",195.76,"A"
"Hombre",58,"No","No",201.47,"R"
"Mujer",33,"No","No",217.08,"R"
"Mujer",24,"Si","Si",153.38,"A"
"Mujer",61,"Si","Si",226.69,"R"
"Mujer",30,"No","No",200.16,"R"
"Hombre",50,"No","No",232.33,"R"
"Hombre",69,"Si","Si",158.85,"A"
"Hombre",31,"Si","Si",178.4,"A"
"Hombre",25,"Si","Si",154.69,"A"
"Hombre",34,"No","No",180.29,"A"
"Hombre",61,"No","No",203.84,"R"
"Hombre",20,"No","No",112.14,"V"
"Mujer",56,"Si","No",246.48,"R"
"Mujer",33,"Si","Si",215.26,"R"
"Mujer",50,"Si","Si",258.69,"R"
"Hombre",24,"No","Si",132.26,"V"
"Mujer",62,"Si","Si",221.94,"R"
"Hombre",35,"Si","Si",215.02,"R"
"Mujer",28,"Si","No",185,"A"
"Hombre",20,"Si","No",105.81,"V"
"Mujer",69,"Si","Si",169.03,"A"
"Hombre",34,"No","No",177.95,"A"
"Mujer",52,"No","No",257.25,"R"
"Mujer",63,"Si","Si",216.94,"R"
"Mujer",56,"Si","No",247.81,"R"
"Mujer",50,"Si","No",257.73,"R"
"Mujer",53,"Si","Si",255.94,"R"
"Mujer",65,"Si","No",200.99,"R"
"Hombre",34,"Si","Si",201.72,"R"
"Hombre",35,"No","No",192.76,"A"
"Hombre",19,"Si","No",97.09,"M"
"Mujer",31,"Si","Si",209.87,"R"
"Hombre",65,"No","Si",168.87,"A"
"Hombre",41,"Si","Si",224.34,"R"
"Mujer",45,"Si","Si",256.72,"R"
"Hombre",70,"Si","Si",147.79,"V"
"Hombre",30,"No","No",175.43,"A"
"Mujer",52,"Si","No",256.39,"R"
"Mujer",30,"No","Si",200.18,"R"
"Mujer",67,"Si","Si",187.76,"A"
"Mujer",20,"No","Si",112.7,"V"
"Mujer",45,"Si","Si",257.3,"R"
"Mujer",30,"No","No",196.99,"A"
"Hombre",64,"Si","Si",186.07,"A"
"Hombre",35,"No","No",194.56,"A"
"Mujer",55,"Si","No",247.77,"R"
"Hombre",57,"Si","Si",220.77,"R"
"Hombre",53,"Si","Si",226.26,"R"
"Mujer",39,"Si","Si",243.92,"R"
"Mujer",34,"Si","Si",223.45,"R"
"Mujer",63,"No","No",211.41,"R"
"Mujer",20,"Si","Si",108.67,"V"
"Mujer",61,"No","No",224.14,"R"
"Mujer",27,"No","No",177.47,"A"
"Hombre",61,"Si","Si",207.12,"R"
"Hombre",38,"No","No",198.48,"A"
"Hombre",65,"No","No",171.66,"A"
"Hombre",43,"No","Si",227.98,"R"
"Mujer",24,"No","No",149.57,"V"
"Mujer",60,"Si","No",229.18,"R"
"Hombre",44,"Si","No",229.47,"R"
"Hombre",66,"No","No",176.16,"A"
"Mujer",56,"No","Si",244.38,"R"
"Mujer",66,"No","No",191.97,"A"
"Mujer",23,"No","Si",138.36,"V"
"Hombre",39,"No","No",204.25,"R"
"Mujer",29,"No","No",193.24,"A"
"Mujer",52,"Si","Si",256.78,"R"
"Mujer",19,"Si","No",98.8,"M"
"Hombre",62,"No","No",205.77,"R"
"Mujer",70,"Si","Si",161.63,"A"
"Hombre",66,"No","Si",183.54,"A"
"Hombre",49,"No","Si",223.75,"R"
"Mujer",47,"Si","Si",263.43,"R"
"Mujer",38,"Si","Si",245.44,"R"
"Hombre",47,"Si","Si",212.79,"R"
"Mujer",30,"Si","Si",199.71,"A"
"Hombre",38,"Si","No",210.54,"R"
"Hombre",69,"No","Si",170.82,"A"
"Hombre",57,"Si","Si",211.71,"R"
"Hombre",26,"No","Si",143.59,"V"
"Hombre",43,"No","Si",233.95,"R"
"Mujer",19,"Si","Si",100.91,"V"
"Mujer",36,"Si","No",237.33,"R"
"Hombre",29,"No","No",169.78,"A"
"Hombre",45,"Si","Si",217.48,"R"
"Mujer",68,"No","No",174.18,"A"
"Mujer",47,"Si","Si",259.68,"R"
"Hombre",65,"No","No",188.68,"A"
"Mujer",33,"Si","Si",219.61,"R"
"Mujer",42,"No","No",255.9,"R"
"Mujer",42,"Si","Si",254.44,"R"
"Hombre",23,"No","No",135.34,"V"
"Hombre",45,"Si","No",216.89,"R"
"Hombre",24,"No","Si",132.27,"V"
"Hombre",50,"No","No",238.29,"R"
"Mujer",45,"Si","Si",258.8,"R"
"Mujer",34,"No","No",227.82,"R"
"Hombre",35,"Si","Si",193.37,"A"
"Mujer",40,"Si","Si",250.67,"R"
"Hombre",44,"Si","Si",233.26,"R"
"Hombre",38,"No","Si",209.89,"R"
"Hombre",41,"Si","Si",204.84,"R"
"Mujer",20,"Si","Si",109.85,"V"
"Mujer",24,"Si","Si",151.21,"A"
"Mujer",35,"Si","No",229.27,"R"
"Hombre",65,"Si","No",189.16,"A"
"Hombre",34,"Si","Si",190.99,"A"
