Género;Edad;¿Paga en efectivo?;¿Compra on-line?;Gasto medio mensual
Hombre;58;No;Si;205,9
Mujer;60;No;No;233,14
Hombre;39;No;Si;218,28
Mujer;55;Si;Si;249,99
Mujer;70;Si;No;160,78
Hombre;34;No;No;179,54
Hombre;36;Si;No;196,66
Hombre;37;Si;No;208,4
Hombre;24;No;Si;143,89
Mujer;34;No;Si;219,7
Hombre;23;No;Si;142,79
Hombre;62;No;No;204,48
Hombre;51;Si;Si;227,16
Mujer;29;Si;Si;191,54
Hombre;34;No;No;191,03
Hombre;31;No;No;197,41
Mujer;21;No;No;120,23
Hombre;24;Si;Si;132,67
Mujer;29;No;Si;193,89
Hombre;51;Si;No;222,03
Mujer;23;No;Si;138,65
Mujer;38;No;Si;245,72
Mujer;18;No;No;84,43
Mujer;49;No;Si;259,6
Hombre;64;No;No;192,29
Mujer;32;No;No;208,82
Hombre;41;Si;Si;220,02
Hombre;42;Si;Si;231,5
Mujer;54;No;No;252,24
Mujer;45;Si;No;259,86
Hombre;49;No;Si;223,02
Mujer;57;Si;No;243,44
Hombre;42;Si;No;219,22
Mujer;27;Si;Si;177,55
Hombre;65;No;No;187,54
Mujer;57;Si;Si;238,65
Mujer;53;Si;Si;251,35
Hombre;18;Si;Si;84,06
Hombre;64;Si;No;188,62
Hombre;68;No;Si;180,95
Hombre;63;No;No;189,93
Mujer;68;Si;Si;175,55
Mujer;38;Si;No;244,67
Hombre;24;Si;Si;137,42
Hombre;60;No;Si;202,04
Mujer;44;Si;Si;260,24
Mujer;64;Si;Si;203,71
Hombre;36;No;Si;210,58
Hombre;21;No;No;112,5
Hombre;49;Si;No;227,31
Mujer;18;Si;No;86,24
Hombre;42;No;No;227,09
Mujer;55;Si;Si;250,13
Hombre;39;No;No;215,34
Hombre;64;No;Si;194,1
Hombre;35;No;No;192,17
Hombre;64;No;Si;184,97
Mujer;46;Si;Si;258,53
Mujer;46;Si;No;260,3
Hombre;19;Si;Si;105,25
Mujer;70;No;No;157,91
Hombre;18;Si;Si;94,21
Mujer;35;Si;Si;229,56
Mujer;31;No;Si;205,35
Mujer;46;No;Si;257,15
Mujer;19;No;No;98,73
Mujer;65;Si;Si;198,94
Mujer;48;Si;Si;257,76
Mujer;47;Si;Si;259,53
Hombre;48;Si;Si;232,44
Hombre;68;Si;No;172,13
Hombre;58;No;Si;202,86
Hombre;53;No;No;214,19
Hombre;28;Si;Si;168,33
Mujer;62;No;Si;219,4
Hombre;18;Si;Si;86,03
Hombre;24;Si;No;133,67
Mujer;48;Si;Si;256,29
Mujer;70;No;No;159,89
Hombre;21;Si;Si;119,09
Hombre;31;No;No;178,53
Mujer;41;Si;Si;253,87
Hombre;39;Si;Si;216,45
Mujer;45;Si;Si;257,58
Hombre;56;No;No;223,38
Hombre;66;No;Si;181,81
Hombre;43;No;No;227,95
Hombre;69;Si;Si;162,31
Mujer;40;No;Si;250,79
Hombre;40;No;No;202,9
Mujer;50;Si;Si;258,22
Hombre;55;Si;Si;218,93
Hombre;48;No;No;241,16
Hombre;39;Si;Si;214,88
Mujer;28;Si;Si;185,98
Mujer;28;Si;Si;187,05
Hombre;27;Si;Si;154,44
Mujer;32;Si;Si;208,49
Mujer;19;Si;No;98,92
Hombre;48;No;No;216,29
Hombre;26;Si;Si;157,61
Mujer;44;Si;No;255,6
Mujer;68;No;Si;176,7
Hombre;46;No;No;237,34
Hombre;32;No;No;185,37
Hombre;53;No;No;224,7
Hombre;61;Si;Si;201,24
Hombre;30;Si;No;185,31
Hombre;36;No;No;211,93
Mujer;21;Si;No;118,37
Hombre;64;Si;Si;188,48
Hombre;25;No;No;129,73
Mujer;48;Si;No;262,94
Mujer;63;No;No;212,45
Mujer;48;No;Si;263,91
Mujer;40;No;No;250,68
Hombre;52;No;No;227,2
Mujer;23;No;No;138,8
Hombre;33;No;Si;177,42
Mujer;33;No;No;214,73
Mujer;31;No;Si;205,56
Mujer;45;Si;No;261,45
Hombre;61;No;Si;213,55
Mujer;19;Si;No;100,33
Hombre;25;Si;Si;148,58
Hombre;20;Si;No;111,48
Mujer;36;Si;No;234,47
Hombre;32;No;Si;182,13
Mujer;50;Si;Si;259,86
Mujer;56;No;Si;244,15
Mujer;31;Si;No;207,71
Hombre;66;Si;No;189,39
Mujer;37;Si;Si;245,11
Hombre;26;No;Si;156,71
Hombre;68;Si;Si;159,95
Hombre;23;Si;Si;127,59
Mujer;37;No;Si;240,34
Hombre;19;Si;Si;85,03
Mujer;33;Si;Si;217,55
Hombre;24;Si;No;139,46
Hombre;48;Si;Si;224,69
Hombre;62;Si;No;197,69
Hombre;51;Si;Si;222,13
Hombre;52;No;No;230,42
Mujer;29;Si;Si;193,17
Hombre;28;Si;Si;168,01
Mujer;37;Si;No;238,52
Hombre;55;Si;Si;229,74
Hombre;27;No;Si;162,42
Mujer;51;Si;Si;260,28
Hombre;63;Si;Si;196,82
Hombre;26;No;Si;156,24
Hombre;53;Si;Si;230,8
Hombre;66;No;No;180,97
Hombre;40;No;Si;204,62
Hombre;39;No;No;219,36
Hombre;47;No;No;233,3
Mujer;51;Si;Si;257,86
Mujer;48;Si;No;259,62
Hombre;51;No;No;227,96
Mujer;47;No;Si;261,05
Mujer;48;No;Si;263,87
Mujer;35;No;Si;230,74
Mujer;34;No;Si;222,5
Hombre;59;Si;Si;217,33
Hombre;41;No;No;217,95
Hombre;62;No;No;196,42
Mujer;27;Si;Si;173,5
Mujer;22;No;No;131,59
Hombre;28;No;Si;156,87
Mujer;37;No;Si;237,86
Hombre;24;No;No;137,82
Mujer;45;Si;No;260,3
Hombre;41;No;No;217,75
Mujer;44;Si;No;259,44
Mujer;54;No;Si;250,71
Mujer;23;No;Si;140,86
Mujer;22;Si;Si;131,87
Hombre;62;No;Si;195,43
Mujer;44;No;Si;255,12
Mujer;48;Si;No;258
Mujer;60;Si;Si;231,75
Hombre;57;No;No;218,83
Mujer;70;Si;Si;158,62
Hombre;66;Si;Si;177,53
Mujer;45;No;Si;260,2
Mujer;29;No;Si;193,07
Mujer;50;Si;Si;259,1
Mujer;29;No;No;189,56
Mujer;50;Si;No;259,69
Mujer;44;No;Si;261,75
Hombre;50;No;Si;238,6
Hombre;56;Si;No;218,33
Hombre;44;No;No;225,54
Hombre;67;No;No;183,5
Mujer;21;No;No;117,92
Mujer;61;Si;No;223,08
Mujer;48;Si;No;257,54
Hombre;46;No;No;229,56
Hombre;48;No;Si;219,71
Mujer;39;Si;Si;244,63
Hombre;59;No;Si;196,69
Hombre;18;Si;No;87,87
Mujer;38;Si;No;243,08
Hombre;46;Si;Si;229,76
Hombre;54;No;No;218,3
Mujer;66;Si;No;195,06
Hombre;65;No;No;171,37
Mujer;70;No;No;160,02
Mujer;59;No;Si;233,87
Mujer;56;Si;No;246,28
Hombre;56;Si;Si;219,91
Mujer;53;Si;Si;258,71
Hombre;24;No;Si;138,37
Hombre;19;Si;No;103,75
Mujer;33;No;No;221,88
Mujer;51;Si;Si;257,54
Hombre;61;Si;Si;195,03
Mujer;51;Si;Si;262,5
Hombre;34;Si;Si;199,25
Hombre;18;No;Si;95,19
Hombre;23;Si;No;123,4
Mujer;31;Si;Si;206,93
Hombre;50;No;Si;213,02
Hombre;26;No;No;146,89
Hombre;44;No;No;221,63
Mujer;63;Si;No;216,5
Hombre;19;Si;Si;97,92
Hombre;18;Si;Si;78,28
Mujer;24;Si;No;149,67
Hombre;38;No;Si;213,31
Mujer;68;No;Si;175,2
Hombre;27;Si;No;162,71
Hombre;23;No;Si;123,65
Hombre;47;Si;No;239,42
Mujer;63;Si;No;212,5
Hombre;47;Si;Si;235,95
Mujer;70;Si;No;160,5
Mujer;24;Si;No;151,43
Mujer;49;No;No;259,78
Hombre;40;No;No;223,27
Mujer;62;No;Si;216,83
Hombre;25;Si;Si;154,1
Hombre;18;No;Si;95,5
Mujer;20;Si;No;113,1
Hombre;50;Si;Si;232,19
Hombre;40;No;No;207,56
Mujer;33;Si;Si;221,65
Mujer;32;Si;Si;212,12
Hombre;26;No;No;144,79
Mujer;59;No;No;234,7
Hombre;50;No;No;226,79
Mujer;47;Si;Si;259,47
Hombre;28;Si;Si;171,79
Mujer;54;Si;No;253,11
Mujer;67;Si;Si;185,87
Hombre;19;No;Si;107,46
Hombre;43;Si;Si;229,32
Hombre;63;No;No;180,45
Hombre;47;No;No;225,71
Hombre;38;Si;Si;206,74
Mujer;18;Si;Si;86,93
Hombre;37;No;Si;201,25
Hombre;57;No;No;209,01
Hombre;31;No;Si;188,46
Hombre;63;Si;No;199,44
Hombre;22;No;Si;128,54
Mujer;21;Si;Si;119,23
Mujer;41;Si;Si;253,06
Mujer;37;Si;Si;237,19
Mujer;46;Si;Si;259,65
Hombre;64;No;No;195,54
Mujer;56;No;No;248,11
Hombre;50;No;No;235,47
Mujer;65;Si;Si;200,45
Mujer;58;No;No;238,37
Mujer;49;Si;No;257,89
Hombre;25;Si;Si;155,06
Hombre;22;Si;Si;117,12
Hombre;49;No;No;227,02
Hombre;42;No;No;208,66
Hombre;29;No;Si;177,19
Mujer;35;No;Si;227,47
Mujer;66;No;No;192,45
Hombre;34;No;No;185,43
Hombre;48;No;No;218,86
Hombre;56;No;No;208,63
Mujer;40;Si;Si;249,7
Mujer;60;Si;No;226,35
Hombre;42;No;No;225,76
Hombre;64;No;Si;191,19
Hombre;44;No;Si;224,55
Mujer;53;No;No;254,66
Mujer;37;Si;No;236,1
Hombre;55;Si;No;230,24
Mujer;63;Si;Si;214,29
Hombre;23;Si;Si;130,82
Mujer;32;Si;Si;213,41
Hombre;30;Si;Si;193,49
Mujer;18;Si;Si;83,84
Hombre;44;Si;Si;214,95
Hombre;28;No;No;164,1
Mujer;56;Si;Si;245,97
Hombre;38;No;No;211,71
Hombre;47;Si;No;219,37
Hombre;63;Si;No;203,66
Mujer;43;Si;Si;258,16
Mujer;65;Si;No;201,97
Mujer;65;Si;No;200,62
Hombre;45;No;Si;227,97
Mujer;53;Si;No;256,83
Mujer;38;Si;Si;243,64
Mujer;22;No;No;132,45
Mujer;59;Si;Si;229,88
Mujer;37;Si;Si;242,26
Mujer;67;Si;Si;184,21
Hombre;34;Si;Si;198,68
Hombre;23;Si;No;130,82
Mujer;18;Si;Si;86,52
Mujer;41;Si;Si;255,33
Hombre;19;No;No;104,39
Hombre;32;Si;Si;196,01
Hombre;24;No;No;142,61
Hombre;41;No;No;209,12
Hombre;59;Si;No;217,74
Hombre;29;No;Si;163,49
Mujer;56;Si;Si;249,85
Mujer;48;Si;No;261,15
Mujer;49;Si;No;261,75
Hombre;19;No;Si;90,19
Mujer;28;Si;No;186,61
Hombre;59;No;No;209,91
Mujer;28;Si;No;187,28
Hombre;53;No;No;215,12
Mujer;43;Si;Si;254,62
Hombre;27;Si;No;161,75
Hombre;60;No;No;216,46
Mujer;38;Si;No;242,2
Mujer;59;Si;Si;234,55
Mujer;22;Si;Si;132,3
Mujer;42;No;Si;256,18
Mujer;63;No;Si;213,86
Mujer;50;Si;Si;264,78
Hombre;69;No;Si;171,04
Mujer;38;Si;Si;244,19
Mujer;55;Si;Si;247,78
Hombre;69;No;Si;173,21
Hombre;67;Si;No;173,64
Hombre;69;No;No;170,05
Hombre;69;No;No;159,08
Hombre;25;No;Si;130,87
Hombre;36;No;No;212,03
Mujer;36;Si;No;236,08
Mujer;23;Si;Si;135,57
Hombre;49;No;Si;236,69
Hombre;27;No;No;167,03
Mujer;27;Si;No;180,21
Hombre;32;No;No;194,49
Hombre;32;No;No;187,94
Hombre;55;Si;Si;211,65
Mujer;23;Si;Si;141,33
Hombre;46;No;No;228,81
Mujer;32;Si;No;212,81
Hombre;59;No;No;219,04
Mujer;41;No;No;251,83
Hombre;50;No;Si;227,38
Mujer;40;No;No;250,44
Mujer;67;No;No;184,09
Hombre;51;No;Si;223,41
Hombre;42;Si;Si;220,07
Hombre;22;No;No;125,4
Mujer;65;Si;Si;202,62
Hombre;56;No;No;217,54
Hombre;61;Si;No;206,58
Mujer;53;Si;Si;257,28
Mujer;40;Si;No;253,79
Mujer;49;Si;Si;261,27
Mujer;28;Si;Si;183
Hombre;61;Si;Si;196,03
Mujer;31;No;No;206,8
Hombre;62;Si;Si;200,31
Hombre;35;No;No;194,93
Mujer;54;Si;Si;252,37
Hombre;29;Si;No;168,79
Mujer;22;No;Si;131,58
Hombre;37;Si;No;200,86
Hombre;67;Si;Si;167,89
Mujer;56;Si;Si;249,53
Hombre;43;No;No;212,95
Mujer;38;No;No;244,53
Mujer;45;Si;No;260,7
Hombre;27;Si;Si;166,66
Mujer;22;No;No;134,72
Mujer;56;Si;No;244,08
Mujer;42;Si;Si;251,42
Mujer;53;Si;Si;256,82
Hombre;35;No;No;210,04
Mujer;38;Si;Si;242,7
Mujer;44;Si;Si;259,51
Mujer;34;No;No;224,22
Hombre;29;No;Si;166,25
Hombre;22;Si;Si;129,98
Mujer;50;Si;Si;259,79
Hombre;24;No;No;147,19
Hombre;53;Si;Si;224,78
Hombre;36;No;No;197,01
Mujer;48;Si;No;260,29
Mujer;57;No;No;242,73
Mujer;68;Si;Si;174,88
Mujer;22;No;No;130,45
Hombre;44;No;No;221,61
Mujer;51;No;No;258,68
Mujer;38;Si;Si;241,93
Mujer;40;Si;Si;249,06
Hombre;46;Si;Si;231,53
Hombre;45;Si;No;234,87
Mujer;70;Si;Si;161,15
Hombre;38;No;Si;223,05
Mujer;23;Si;Si;139,12
Mujer;52;No;Si;256,3
Mujer;24;Si;No;151,54
Hombre;53;Si;No;223,41
Mujer;20;Si;No;108,47
Hombre;44;No;No;220,83
Mujer;21;Si;Si;118,7
Hombre;36;Si;No;200,63
Hombre;28;No;No;170,38
Mujer;40;Si;Si;250,21
Hombre;25;Si;Si;136,79
Hombre;56;No;Si;221,41
Hombre;28;Si;Si;177,78
Hombre;21;No;No;125,24
Hombre;60;No;No;224,4
Mujer;28;No;No;186,61
Mujer;40;No;Si;250,35
Mujer;36;No;No;237,77
Mujer;38;Si;Si;243,67
Hombre;34;No;Si;201,62
Hombre;63;Si;Si;189,63
Hombre;32;No;No;197,6
Hombre;43;Si;No;244,58
Mujer;46;Si;No;263,85
Mujer;47;Si;No;264,5
Hombre;35;Si;Si;214,91
Mujer;62;Si;Si;220,67
Mujer;60;Si;Si;234,38
Mujer;51;Si;Si;261,23
Hombre;20;Si;No;110,78
Hombre;24;No;No;155,95
Hombre;67;No;Si;179,43
Mujer;39;No;Si;246,52
Hombre;19;No;Si;80,57
Hombre;37;Si;No;204,82
Mujer;52;No;No;261,73
Mujer;70;Si;Si;160,9
Hombre;30;Si;Si;169,57
Hombre;22;No;Si;115,45
Mujer;26;Si;Si;169,03
Mujer;42;Si;Si;256,98
Hombre;27;No;No;168,32
Mujer;22;Si;Si;133,47
Mujer;52;Si;Si;252,74
Mujer;52;No;No;260,05
Mujer;44;Si;No;260,02
Mujer;64;No;Si;208,42
Mujer;18;Si;No;88,42
Hombre;22;No;Si;127,45
Mujer;41;Si;No;250,51
Hombre;33;Si;No;194,33
Mujer;52;Si;Si;254,57
Hombre;55;No;No;212,99
Hombre;68;No;No;168,75
Mujer;70;Si;Si;158,21
Hombre;52;Si;Si;212,41
Mujer;22;No;Si;130,78
Hombre;33;No;Si;198,26
Hombre;66;No;Si;177,73
Mujer;46;Si;Si;260,31
Mujer;49;No;Si;257,54
Mujer;26;No;No;169,6
Hombre;20;No;Si;102,01
Hombre;24;No;No;145,42
Hombre;53;Si;Si;213,77
Hombre;67;Si;Si;187,32
Mujer;59;Si;Si;230,46
Mujer;64;Si;Si;207,99
Hombre;23;Si;Si;118,18
Mujer;24;Si;No;153,11
Hombre;42;Si;Si;214,04
Mujer;30;Si;Si;200,92
Mujer;60;Si;Si;229
Hombre;21;Si;Si;115,29
Mujer;54;No;Si;249,26
Mujer;18;Si;Si;85,61
Hombre;18;No;Si;94,86
Mujer;27;No;Si;175,86
Mujer;26;Si;No;169,53
Hombre;47;No;No;232,62
Mujer;62;Si;No;220,36
Hombre;33;Si;Si;208,43
Hombre;62;Si;Si;202,21
Hombre;61;No;Si;206,72
Mujer;30;No;Si;198,27
Hombre;70;No;Si;162,49
Mujer;54;Si;Si;252,1
Mujer;29;Si;No;195,8
Hombre;39;Si;No;214,53
Hombre;26;Si;Si;166,65
Hombre;62;No;No;208,7
Hombre;57;No;Si;218,68
Hombre;39;Si;No;222,66
Mujer;53;No;No;253,58
Mujer;48;No;No;261,39
Mujer;58;Si;No;237,39
Mujer;52;Si;Si;258,09
Hombre;48;Si;No;217,5
Mujer;19;Si;No;99,49
Hombre;18;No;No;106,85
Hombre;23;No;Si;137,99
Mujer;26;Si;No;170,92
Hombre;52;Si;Si;221,35
Hombre;61;No;Si;199,37
Mujer;46;Si;Si;258,72
Mujer;59;Si;Si;232,63
Hombre;54;Si;No;226,78
Hombre;44;Si;No;227,55
Hombre;27;Si;Si;160,15
Hombre;32;No;Si;185,78
Hombre;60;No;No;202,67
Hombre;21;Si;Si;122,36
Mujer;30;Si;Si;201,87
Hombre;70;No;Si;160,85
Hombre;26;No;Si;150,52
Mujer;46;No;Si;261,67
Hombre;25;No;No;151,92
Hombre;29;Si;No;171,1
Hombre;36;No;No;206,37
Mujer;42;Si;No;254,45
Hombre;35;Si;Si;196,54
Mujer;43;Si;Si;253,02
Hombre;45;No;Si;231,26
Hombre;45;Si;No;230,27
Hombre;60;No;Si;211,98
Hombre;58;Si;No;209,66
Mujer;23;Si;No;140,45
Mujer;70;Si;Si;160,46
Hombre;69;No;Si;170,59
Mujer;38;No;Si;245,4
Mujer;19;No;No;94,28
Hombre;39;No;Si;222,09
Mujer;59;No;No;232,68
Hombre;51;Si;No;224,42
Mujer;35;No;Si;228,69
Hombre;56;No;Si;226,26
Hombre;51;No;Si;227,24
Mujer;25;Si;No;161,97
Hombre;40;Si;No;222,22
Hombre;34;Si;Si;186,23
Hombre;62;No;Si;194,65
Mujer;23;Si;Si;140,04
Hombre;43;Si;Si;229,07
Hombre;31;No;No;177,13
Mujer;66;Si;No;195,48
Mujer;23;No;No;140,13
Mujer;57;Si;No;243,01
Hombre;53;Si;No;209,02
Mujer;40;Si;Si;247,72
Hombre;44;Si;No;229,96
Mujer;35;No;Si;231,58
Mujer;32;Si;No;216,83
Mujer;54;No;Si;250,43
Hombre;18;Si;Si;87,83
Hombre;23;No;Si;132,91
Hombre;27;No;No;156,16
Mujer;26;Si;No;166,72
Hombre;55;No;Si;221
Hombre;42;Si;No;221,43
Hombre;39;No;Si;220,29
Hombre;59;No;Si;215,72
Mujer;29;Si;Si;190,95
Mujer;60;No;No;234,07
Hombre;52;No;No;231,25
Mujer;30;No;No;200,22
Hombre;47;Si;Si;239,9
Mujer;62;Si;No;217,51
Mujer;37;Si;No;241,94
Mujer;43;No;Si;258,91
Hombre;68;Si;No;168,63
Mujer;43;Si;No;255,06
Hombre;56;No;No;214,51
Mujer;47;Si;Si;262,7
Mujer;32;Si;Si;215,1
Mujer;40;No;Si;251,73
Hombre;39;Si;No;202,54
Hombre;43;Si;No;222,29
Mujer;21;No;Si;121,94
Hombre;29;No;Si;168,82
Mujer;59;No;No;237,6
Hombre;70;Si;Si;155,41
Mujer;60;No;Si;229,6
Mujer;67;No;No;187,01
Mujer;33;No;Si;214,9
Mujer;45;Si;Si;259,15
Hombre;27;Si;Si;159,48
Hombre;40;Si;No;219,78
Hombre;53;Si;No;216,89
Hombre;41;No;Si;225,65
Mujer;43;No;Si;253,49
Hombre;70;No;No;154,37
Hombre;28;No;Si;162,31
Hombre;38;Si;No;216,12
Mujer;36;Si;No;234,12
Hombre;20;No;No;105,1
Mujer;60;Si;Si;229,08
Mujer;35;Si;Si;229,99
Mujer;25;Si;No;158,57
Hombre;37;No;No;222,04
Mujer;18;Si;Si;91,11
Mujer;51;No;Si;258,33
Mujer;19;Si;Si;93,61
Hombre;55;No;Si;225,21
Hombre;29;Si;Si;161,05
Hombre;24;No;No;142,34
Mujer;41;No;Si;254,73
Mujer;50;Si;Si;263,01
Hombre;48;Si;No;226,54
Mujer;46;Si;No;261,08
Hombre;46;No;No;216,81
Mujer;24;No;No;150,41
Hombre;19;Si;Si;88,23
Mujer;39;No;No;244,72
Hombre;56;No;No;218,4
Mujer;65;Si;No;204,08
Mujer;59;Si;Si;235,99
Hombre;26;No;Si;143,78
Hombre;38;Si;Si;220,36
Mujer;39;Si;No;245,35
Hombre;22;No;Si;121,53
Mujer;32;Si;Si;211,99
Mujer;21;Si;Si;122,7
Mujer;36;Si;No;232,22
Mujer;30;No;No;199,63
Mujer;32;Si;Si;212,75
Hombre;58;No;Si;207,35
Hombre;43;Si;No;216,23
Hombre;42;No;Si;216,43
Mujer;62;Si;Si;218,8
Hombre;45;No;Si;224,68
Mujer;31;No;No;207,17
Mujer;24;Si;No;150,46
Hombre;39;No;No;222,12
Mujer;34;Si;No;223,94
Mujer;32;Si;Si;212,85
Hombre;36;No;No;199,18
Mujer;28;Si;No;184,28
Mujer;27;No;Si;176,44
Hombre;68;Si;No;165,94
Hombre;22;Si;Si;128,12
Mujer;46;Si;Si;264,01
Hombre;43;Si;Si;212,59
Mujer;64;Si;Si;206,33
Hombre;48;No;Si;227,36
Mujer;28;No;Si;187,17
Hombre;20;No;No;102,19
Hombre;46;No;Si;212,29
Hombre;20;No;Si;85,64
Mujer;68;No;No;175
Hombre;64;No;Si;195,08
Hombre;24;Si;No;140,1
Hombre;70;Si;Si;157,64
Hombre;38;Si;No;216,01
Mujer;27;Si;No;175,28
Hombre;34;No;No;201,02
Hombre;65;Si;Si;177,77
Hombre;41;No;No;212,93
Hombre;48;No;Si;222,99
Hombre;53;Si;No;232,27
Mujer;55;Si;Si;250,08
Hombre;51;No;No;225,15
Hombre;18;Si;No;105,1
Hombre;45;Si;Si;226,27
Mujer;58;Si;No;237,06
Hombre;68;Si;No;171,37
Hombre;18;No;Si;65,7
Hombre;38;Si;No;212,05
Mujer;50;Si;No;260,14
Hombre;28;No;No;169,13
Mujer;68;No;No;177,66
Mujer;59;Si;Si;236,75
Hombre;26;No;No;144,96
Mujer;64;No;No;207,22
Mujer;35;Si;No;226,33
Mujer;68;Si;Si;174,88
Hombre;66;No;Si;180,67
Mujer;25;No;Si;163,36
Mujer;58;No;No;237,82
Mujer;21;Si;No;122,14
Hombre;46;No;No;231,44
Mujer;68;Si;Si;176,4
Hombre;21;No;No;116,16
Mujer;52;Si;Si;256,5
Mujer;25;No;Si;156,19
Hombre;20;Si;Si;97,21
Hombre;30;No;No;178,26
Mujer;39;Si;No;246,98
Mujer;32;Si;No;210,06
Mujer;48;Si;No;262,86
Mujer;68;Si;Si;176,85
Hombre;39;Si;Si;208,86
Hombre;45;No;Si;229,09
Mujer;66;Si;Si;195,32
Mujer;21;Si;Si;123,45
Mujer;25;No;No;156,12
Hombre;32;Si;Si;185,7
Mujer;23;Si;No;144,16
Hombre;18;Si;Si;88,08
Mujer;43;Si;Si;258,19
Hombre;24;No;No;141,39
Mujer;46;Si;Si;261,81
Mujer;67;Si;No;185,71
Mujer;24;Si;Si;150,35
Hombre;33;No;No;190,11
Mujer;23;Si;Si;145,11
Hombre;22;No;No;138,92
Hombre;41;Si;No;208,84
Mujer;48;Si;No;261,58
Mujer;67;No;No;184,9
Mujer;37;No;No;238,54
Mujer;23;Si;No;139,31
Hombre;52;Si;No;223,09
Hombre;62;No;No;205,75
Mujer;47;Si;Si;260,68
Hombre;64;No;Si;187,55
Hombre;44;Si;No;232,66
Mujer;67;Si;No;186,96
Mujer;25;Si;Si;161,37
Hombre;18;No;Si;88,19
Mujer;60;No;No;232,18
Hombre;27;Si;No;159,49
Hombre;49;No;Si;224,45
Mujer;63;Si;No;212,91
Hombre;62;Si;Si;197,08
Hombre;45;Si;No;236,16
Hombre;62;Si;Si;187,04
Mujer;58;Si;Si;238,87
Mujer;56;Si;Si;250,13
Hombre;65;No;No;175,06
Mujer;68;Si;Si;178,04
Hombre;56;No;Si;222,7
Hombre;29;Si;Si;177,48
Hombre;68;No;No;175,97
Mujer;49;Si;No;259,97
Hombre;63;Si;Si;195,91
Hombre;64;Si;No;192,93
Mujer;67;No;No;182,48
Mujer;36;Si;Si;238,93
Mujer;25;Si;Si;162,78
Mujer;48;Si;Si;258,36
Hombre;41;No;No;209,39
Mujer;48;Si;No;258,09
Hombre;65;Si;No;186
Hombre;63;No;No;188,88
Mujer;68;Si;No;176,33
Mujer;34;No;Si;227,48
Mujer;32;Si;No;215,33
Hombre;31;No;No;197,82
Hombre;51;No;No;221,24
Hombre;59;Si;Si;217,9
Hombre;61;Si;Si;202,46
Mujer;62;No;No;221,96
Hombre;54;No;No;224,15
Mujer;46;Si;Si;259,02
Mujer;28;Si;No;186,75
Mujer;47;No;Si;262,26
Mujer;20;Si;No;112,82
Mujer;32;Si;Si;214,43
Mujer;48;Si;Si;260,16
Mujer;57;No;Si;244,16
Hombre;46;Si;Si;222,93
Mujer;52;Si;Si;256,08
Mujer;45;Si;No;259,6
Hombre;50;No;Si;222,13
Hombre;48;No;Si;232,87
Hombre;26;No;No;154,57
Hombre;38;No;Si;209,54
Hombre;30;No;Si;176,71
Hombre;38;No;Si;215,67
Mujer;33;Si;Si;219,76
Mujer;34;Si;No;224,74
Hombre;27;Si;No;160,8
Hombre;28;No;Si;158,3
Hombre;50;No;Si;210,42
Hombre;38;Si;Si;209,01
Hombre;66;No;No;181,26
Hombre;43;Si;No;222,67
Mujer;20;Si;No;108,73
Hombre;65;No;Si;180,99
Mujer;55;Si;No;246,65
Mujer;35;Si;Si;228,92
Mujer;38;No;No;243,31
Hombre;55;No;Si;217,45
Mujer;52;No;Si;258,12
Mujer;40;Si;No;247,71
Hombre;22;Si;Si;126,28
Hombre;69;Si;No;149,61
Mujer;28;No;No;182,68
Mujer;54;Si;No;254,04
Hombre;53;Si;No;231,35
Hombre;21;No;Si;121,64
Mujer;25;Si;Si;158,36
Mujer;45;No;Si;260,97
Mujer;51;Si;No;258
Mujer;42;Si;Si;259,28
Mujer;30;No;No;200,54
Hombre;37;Si;Si;199,93
Mujer;34;No;Si;223,57
Mujer;23;Si;No;139,85
Hombre;43;Si;No;220,34
Hombre;70;No;No;157,02
Mujer;55;Si;Si;250,2
Hombre;23;No;Si;131,66
Mujer;60;No;Si;228,63
Hombre;48;No;Si;243,78
Hombre;51;Si;Si;223,03
Mujer;45;Si;Si;260,59
Mujer;47;Si;No;262,92
Mujer;55;No;Si;246,18
Mujer;43;Si;Si;254,27
Mujer;55;Si;Si;245,33
Hombre;26;Si;No;150,47
Mujer;67;Si;No;184,87
Mujer;65;No;No;199,68
Hombre;70;No;Si;134,98
Mujer;45;Si;Si;261,97
Hombre;19;Si;Si;101,08
Hombre;25;Si;Si;138,07
Mujer;54;Si;No;248,86
Mujer;36;No;No;234,92
Hombre;49;No;Si;235,15
Hombre;23;No;Si;143,9
Hombre;45;No;No;225,44
Hombre;19;No;No;109,33
Mujer;43;Si;Si;253,73
Mujer;69;No;Si;168,75
Hombre;66;No;No;172,96
Hombre;29;Si;Si;174,15
Hombre;38;No;No;223,46
Hombre;40;No;No;231,08
Hombre;58;No;No;212,88
Mujer;28;No;No;183,36
Hombre;64;No;Si;190,25
Hombre;57;No;Si;213,85
Hombre;30;No;No;177,73
Mujer;51;No;Si;259,72
Hombre;30;Si;No;177,37
Hombre;36;No;Si;210,54
Hombre;19;No;No;88,8
Mujer;29;No;Si;191,73
Mujer;37;Si;No;241,73
Mujer;36;Si;Si;231,47
Mujer;68;Si;No;178,62
Mujer;38;Si;Si;243,2
Hombre;65;Si;Si;180,45
Hombre;52;No;No;227,34
Hombre;66;No;Si;192,67
Hombre;67;Si;No;174,46
Mujer;41;No;No;253,16
Mujer;68;Si;No;174,92
Hombre;18;Si;Si;76,03
