Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;4272
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;4095
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;2064
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;2936
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2018;3161
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2017;3021
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2016;3000
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2015;2733
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2014;2495
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2013;2009
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2020;1721
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2019;2278
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2018;2244
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2017;2158
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2016;1970
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2015;1575
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2014;1542
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2013;1292
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2020;80054
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2019;103257
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2018;100484
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2017;98021
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2016;99174
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2015;102164
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2014;109815
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2013;114951
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2020;9332
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2019;11567
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2018;11087
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2017;11527
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2016;11996
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2015;12415
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2014;12851
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2013;13441
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2020;70540
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2019;91413
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2018;89144
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2017;86200
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2016;86879
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2015;89445
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2014;96698
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2013;101271
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2020;182
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2019;277
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2018;253
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2017;294
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2016;299
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2015;304
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2014;266
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2013;239
Total Nacional;;A Total Delitos;18 Falsedades;;;2020;5651
Total Nacional;;A Total Delitos;18 Falsedades;;;2019;8757
Total Nacional;;A Total Delitos;18 Falsedades;;;2018;8499
Total Nacional;;A Total Delitos;18 Falsedades;;;2017;7783
Total Nacional;;A Total Delitos;18 Falsedades;;;2016;7921
Total Nacional;;A Total Delitos;18 Falsedades;;;2015;7453
Total Nacional;;A Total Delitos;18 Falsedades;;;2014;7376
Total Nacional;;A Total Delitos;18 Falsedades;;;2013;6770
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2020;5339
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2019;8386
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2018;8100
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2017;7342
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2016;7577
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2015;7093
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2014;7017
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2013;6382
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2020;4760
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2019;7596
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2018;7302
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2017;6625
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2016;6770
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2015;6501
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2014;6342
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2013;5810
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2020;428
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2019;637
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2018;629
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2017;581
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2016;632
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2015;414
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2014;413
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2013;347
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2020;89
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2019;86
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2018;95
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2017;66
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2016;86
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2015;81
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2014;104
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2013;75
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2020;62
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2019;67
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2018;74
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2017;70
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2016;89
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2015;97
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2014;158
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2013;150
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2020;312
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2019;371
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2018;399
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2017;441
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2016;344
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2015;360
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2014;359
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2013;388
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2020;1945
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2019;1770
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2018;1527
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2017;1678
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2016;1692
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2015;1591
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2014;1548
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;;;2013;1588
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2020;1645
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2019;1283
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2018;1163
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2017;1283
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2016;1250
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2015;1188
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2014;1194
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2013;1314
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2020;300
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2019;487
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2018;364
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2017;395
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2016;442
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2015;403
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2014;354
Total Nacional;;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2013;274
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2020;16187
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2019;20435
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2018;19890
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2017;19993
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2016;19462
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2015;19140
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2014;18764
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;;;2013;17117
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2020;1413
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2019;2255
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2018;2562
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2017;2941
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2016;3221
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2015;3591
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2014;3418
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;;2013;2767
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2020;270
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2019;434
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2018;502
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2017;553
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2016;544
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2015;560
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2014;585
Total Nacional;;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsa;20.5.1 Acusación y denuncias falsas;2013;500
